,Institute,City,"Degree, Duration",Fee,Deadline,Programs
965,7. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Civil
966,"8. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Civil
967,"9. Lasbela University Of Agriculture, Water And Marine Sciences, Uthal",Lasbela,"BS , 4 Years",17000.0,15-09-2021,Civil
968,"10. University Of Engineering & Technology ,mardan",Mardan,"BS , 4 Years",77000.0,10-08-2023,Civil
969,11. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",74300.0,03-08-2023,Civil
970,"12. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Engg.] , 4 Years",61845.0,15-08-2023,Civil
971,13. Muhammad Nawaz Sharif University Of Engineering And Technology,Multan,"BS , 4 Years",0.0,15-09-2023,Civil
972,14. Nfc Institute Of Engineering & Technology,Multan,"B.Sc. [Engg.] , 4 Years",128400.0,25-07-2023,Civil
973,"15. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Civil
974,"16. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,25-08-2023,Civil
975,17. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Civil
976,18. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Civil
977,"19. Aror University Of Art, Architecture, Design And Heritage",Sukkur,"BS , 4 Years",0.0,15-04-2024,Civil
978,"20. University Of Engineering & Technology, Taxila",Taxila,"B.Sc. [Engg.] , 4 Years",102400.0,18-08-2023,Civil
979,1. Air University,Islamabad,"BE , 4 Years",171360.0,07-07-2023,Mechanical
980,2. Institute Of Space Technology,Islamabad,"BS , 4 Years",198000.0,06-08-2023,Mechanical
981,3. International Islamic University,Islamabad,"BS , 4 Years",172400.0,15-08-2023,Mechanical
982,4. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Mechanical
983,5. National University Of Technology,Islamabad,"BS , 4 Years",140000.0,05-03-2024,Mechanical
984,6. Pakistan Institute Of Engineering & Applied Sciences,Islamabad,"B.Sc. [Engg.] , 4 Years",107400.0,26-06-2023,Mechanical
985,7. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Mechanical
986,8. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Mechanical
987,9. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Mechanical
988,"10. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Mechanical
989,"11. University Of Engineering & Technology ,mardan",Mardan,"BS , 4 Years",77000.0,10-08-2023,Mechanical
990,12. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",74300.0,03-08-2023,Mechanical
991,"13. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Engg.] , 4 Years",61845.0,15-08-2023,Mechanical
992,14. Muhammad Nawaz Sharif University Of Engineering And Technology,Multan,"BS , 4 Years",0.0,15-09-2023,Mechanical
993,15. Nfc Institute Of Engineering & Technology,Multan,"B.Sc. [Engg.] , 4 Years",128400.0,25-07-2023,Mechanical
994,"16. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Mechanical
995,"17. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,26-09-2023,Mechanical
996,18. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Mechanical
997,19. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"B.Sc. [Engg.] , 4 Years",80000.0,30-06-2022,Mechanical
998,20. University Of Sargodha,Sargodha,"B.Sc. [Engg.] , 4 Years",86700.0,26-09-2023,Mechanical
999,1. University Of Agriculture,Faisalabad,"B.Sc. [Engg.] , 4 Years",60500.0,03-07-2023,Agriculture Engineering
1000,"2. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Engg.] , 4 Years",61845.0,04-10-2023,Agriculture Engineering
1001,"3. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,25-08-2023,Agriculture Engineering
1002,4. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Agriculture Engineering
1003,5. Pir Mahar Ali Shah Arid Agriculture University,Rawalpindi,"B.Sc. [Hons] , 4 Years",25400.0,14-07-2023,Agriculture Engineering
1004,6. Sindh Agriculture University,Tando Jam,"B.Sc. [Engg.] , 4 Years",24300.0,06-10-2023,Agriculture Engineering
1005,7. Khairpur College Of Agricultural Engineering And Technology,Khair Pur,"BE (AGRI) , 4 Years",0.0,15-09-2023,Agriculture Engineering
1006,8. Khairpur College Of Agricultural Engineering And Technology,Khair Pur,"BE (AGRI) , 4 Years",0.0,13-01-2023,Agriculture Engineering
1007,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Automotive Engineering
1008,2. Punjab Tianjin University Of Technology,Lahore,"BS , 4 Years",0.0,31-08-2023,Automotive Engineering
1009,"3. University Of Engineering & Technology, Lahore",Lahore,"BS , 4 Years",127000.0,03-03-2023,Automotive Engineering
1010,4. Hamdard University,Karachi,"BS , 4 Years",0.0,15-07-2023,Automotive Engineering
1011,1. Institute Of Space Technology,Islamabad,"BS , 4 Years",198000.0,06-08-2023,Avionics
1012,2. Karachi Institute Of Economics & Technology,Karachi,"BE , 4 Years",117600.0,06-01-2024,Avionics
1013,3. The Superior University,Lahore,"BS , 4 Years",224200.0,25-01-2024,Avionics
1014,4. College Of Aeronautical Engineering,Risalpur,"BE , 4 Years",200800.0,25-03-2024,Avionics
1015,1. Gomal University,D.i. Khan,"BS , 4 Years",0.0,31-08-2023,Bio-medical
1016,2. Air University,Islamabad,"BE , 4 Years",171360.0,07-07-2023,Bio-medical
1017,3. Liaquat University Of Medical And Health Sciences,Jamshoro,"BS , 4 Years",0.0,15-12-2023,Bio-medical
1018,4. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Bio-medical
1019,5. Ned University Of Engineering & Technology,Karachi,"BE , 5 Years",37020.0,16-10-2023,Bio-medical
1020,6. Balochistan University Of Engineering & Technology,Khuzdar,"BS , 4 Years",0.0,20-10-2023,Bio-medical
1021,"7. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BS , 4 Years",0.0,10-06-2023,Bio-medical
1022,8. Riphah International University,Islamabad,"BS , 4 Years",269688.0,30-07-2023,Bio-medical
1023,9. Hamdard University,Karachi,"BE , 4 Years",138600.0,15-07-2023,Bio-medical
1024,10. Salim Habib University,Karachi,"BE , 4 Years",239000.0,10-01-2023,Bio-medical
1025,11. Sir Syed University Of Engineering & Technology,Karachi,"BS , 4 Years",83000.0,31-07-2023,Bio-medical
1026,12. Zia-ud-din Medical University,Karachi,"BE , 4 Years",150000.0,19-08-2023,Bio-medical
1027,13. The Superior University,Lahore,"BS , 4 Years",0.0,25-01-2024,Bio-medical
1028,14. Hitec University,Taxila,"BS , 4 Years",220000.0,04-08-2023,Bio-medical
1029,15. Universtiy Of Engineering And Technology (sub Campus),Kala Shah Kaku,"BS , 4 Years",127000.0,03-03-2023,Bio-medical
1030,16. University Of Engineering & Technology (narowal Campus),Narowal,"B.Sc. [Engg.] , 4 Years",127000.0,22-09-2023,Bio-medical
1031,17. Riphah International University Lahore,Lahore,"BS , 4 Years",250000.0,15-01-2024,Bio-medical
1032,18. Quaid-e-azam College Of Engineering And Technology,Sahiwal,"B.Sc. [Engg.] , 4 Years",0.0,04-09-2023,Bio-medical
1033,1. The Islamia University Of Bahawalpur,Bahawal Pur,"B.Sc. [Engg.] , 4 Years",56800.0,15-08-2023,Computer Engineering
1034,2. Air University,Islamabad,"BS , 4 Years",171360.0,07-07-2023,Computer Engineering
1035,"3. Bahria University, E-8 Campus",Islamabad,"BS , 4 Years",189000.0,30-11--0001,Computer Engineering
1036,4. Comsats University Islamabad,Islamabad,"BS , 4 Years",192000.0,20-12-2023,Computer Engineering
1037,5. National University Of Technology,Islamabad,"BS , 4 Years",140000.0,05-03-2024,Computer Engineering
1038,6. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Computer Engineering
1039,7. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Computer Engineering
1040,8. Information Technology University,Lahore,"BS , 4 Years",213000.0,14-07-2023,Computer Engineering
1041,"9. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Computer Engineering
1042,10. Mirpur University Of Science And Technology,Mir Pur (ajk),"BS , 4 Years",74300.0,03-08-2023,Computer Engineering
1043,"11. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Engg.] , 4 Years",61845.0,15-08-2023,Computer Engineering
1044,"12. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Computer Engineering
1045,"13. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. , 4 Years",50000.0,25-08-2023,Computer Engineering
1046,14. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,31-07-2023,Computer Engineering
1047,"15. University Of Engineering & Technology, Taxila",Taxila,"B.Sc. [Engg.] , 4 Years",102400.0,18-08-2023,Computer Engineering
1048,16. Al-khair University [ajk],Islamabad,"BE , 4 Years",,01-01-1970,Computer Engineering
1049,17. Sir Syed Case Institute Of Technology,Islamabad,"BS , 4 Years",0.0,24-08-2023,Computer Engineering
1050,18. Habib University,Karachi,"BS , 4 Years",1106500.0,31-01-2023,Computer Engineering
1051,19. Iqra University [kch],Karachi,"BE , 4 Years",189000.0,14-06-2021,Computer Engineering
1052,20. Sir Syed University Of Engineering & Technology,Karachi,"BS , 4 Years",172800.0,20-01-2024,Computer Engineering
1053,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS (HONS) , 4 Years",56800.0,15-08-2023,Computer System
1054,2. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Computer System
1055,3. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Computer System
1056,4. Sukkur Iba University,Sukkur,"BE , 4 Years",166000.0,07-10-2023,Computer System
1057,5. Karachi Institute Of Economics & Technology,Karachi,"B.Sc. [Engg.] , 4 Years",117600.0,06-01-2024,Computer System
1058,6. Muhammad Ali Jinnah University,Karachi,"BE , 4 Years",166250.0,02-09-2023,Computer System
1059,7. Riphah International University Lahore,Lahore,"BS , 4 Years",0.0,28-02-2024,Computer System
1060,8. Usman Institute Of Technology,Karachi,"BE , 4 Years",215200.0,22-09-2021,Computer System
1061,1. University Of Science & Technology,Bannu,"B.Sc. , 4 Years",88600.0,10-09-2021,Electrical
1062,2. Gomal University,D.i. Khan,"B.Sc. [Engg.] , 4 Years",52220.0,31-08-2023,Electrical
1063,3. Government College University,Faisalabad,"B.Sc. , 4 Years",110000.0,30-11--0001,Electrical
1064,4. University Of Gujrat,Gujrat,"BS , 4 Years",70000.0,18-08-2023,Electrical
1065,5. Air University,Islamabad,"BS , 4 Years",171360.0,07-07-2023,Electrical
1066,"6. Bahria University, E-8 Campus",Islamabad,"BE , 4 Years",176480.0,30-11--0001,Electrical
1067,7. Comsats University Islamabad,Islamabad,"BE , 4` Years",192000.0,20-12-2023,Electrical
1068,8. Federal Urdu University Of Arts Science & Technology Islamabad,Islamabad,"B.Sc. , 4 Years",104000.0,20-10-2023,Electrical
1069,9. Institute Of Space Technology,Islamabad,"BS , 4 Years",198000.0,06-08-2023,Electrical
1070,10. International Islamic University,Islamabad,"BS , 4 Years",172400.0,15-08-2023,Electrical
1071,"11. National University Of Computer And Emerging Sciences, Islamabad",Islamabad,"BS , 4 Years",272000.0,05-07-2023,Electrical
1072,"12. National University Of Modern Languages, Islamabad",Islamabad,"BE , 4 Years",133400.0,21-07-2022,Electrical
1073,13. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Electrical
1074,14. National University Of Technology,Islamabad,"BS , 4 Years",140000.0,05-03-2024,Electrical
1075,15. Pakistan Institute Of Engineering & Applied Sciences,Islamabad,"B.Sc. [Engg.] , 4 Years",112000.0,26-06-2023,Electrical
1076,16. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Electrical
1077,17. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Electrical
1078,18. Uit University,Karachi,"BE , 4 Years",0.0,24-08-2023,Electrical
1079,19. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Electrical
1080,20. Government College University Lahore,Lahore,"B.Sc. [Engg.] , 4 Years",150000.0,13-10-2023,Electrical
1081,1. The Islamia University Of Bahawalpur,Bahawal Pur,"B.Sc. [Engg.] , 4 Years",56800.0,25-12-2023,Electronics
1082,2. The University Of Buner,Buner,"BS , 4 Years",0.0,13-10-2023,Electronics
1083,3. Bacha Khan University,Charsadda,"BS , 4 Years",50780.0,30-09-2021,Electronics
1084,4. Gomal University,D.i. Khan,"BS , 4 Years",41000.0,30-11--0001,Electronics
1085,5. Air University,Islamabad,"BE , 4 Years",180380.0,07-07-2023,Electronics
1086,6. Comsats University Islamabad,Islamabad,"BS , 4 Years",174000.0,20-12-2023,Electronics
1087,7. Federal Urdu University Of Arts Science & Technology Islamabad,Islamabad,"BS , 4 Years",104000.0,26-01-2024,Electronics
1088,"8. National University Of Modern Languages, Islamabad",Islamabad,"BS , 4 Years",0.0,04-12-2023,Electronics
1089,9. Quaid-e-azam University,Islamabad,"BS , 4 Years",70356.0,07-08-2023,Electronics
1090,10. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Electronics
1091,11. University Of Sindh,Jamshoro,"BS , 4 Years",42000.0,04-10-2023,Electronics
1092,12. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Electronics
1093,13. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Electronics
1094,14. Shah Abdul Latif University,Khair Pur,"BS , 4 Years",28000.0,21-11-2023,Electronics
1095,15. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Electronics
1096,16. Government College University Lahore,Lahore,"B.Sc. [Engg.] , 4 Years",90000.0,24-09-2023,Electronics
1097,"17. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Electronics
1098,18. Islamia College University,Peshawar,"BS , 4 Years",62000.0,13-10-2023,Electronics
1099,19. University Of Peshawar,Peshawar,"BS , 4 Years",73800.0,16-10-2023,Electronics
1100,20. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Electronics
1101,1. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Energy & Environment
1102,"2. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Energy & Environment
1103,1. University Of The Punjab,Lahore,"B.Sc. [Engg.] , 4 Years",22700.0,25-09-2023,Energy Engineering
1104,"2. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,26-09-2023,Energy Engineering
1105,1. Universtiy Of Engineering And Technology (sub Campus),Kala Shah Kaku,"BS , 4 Years",0.0,13-02-2023,Energy Management
1106,1. University Of Agriculture,Faisalabad,"B.Sc. [Engg.] , 4 Years",60500.0,03-07-2023,Environmental Engineering
1107,2. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Environmental Engineering
1108,3. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Environmental Engineering
1109,"4. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. , 4 Years",127000.0,03-03-2023,Environmental Engineering
1110,"5. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BE , 4 Years",23500.0,10-06-2023,Environmental Engineering
1111,6. Khawaja Fareed University Of Engineering & Information Technology,Rahim Yar Khan,"BS , 4 Years",80000.0,30-06-2022,Environmental Engineering
1112,"7. University Of Engineering & Technology, Taxila",Taxila,"B.Sc. [Engg.] , 4 Years",102400.0,18-08-2023,Environmental Engineering
1113,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Industrial & Manufacturing
1114,"2. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Industrial & Manufacturing
1115,"3. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BS , 4 Years",0.0,10-06-2023,Industrial & Manufacturing
1116,4. Textile Institute Of Pakistan,Karachi,"BS , 4 Years",180000.0,10-07-2023,Industrial & Manufacturing
1117,5. Rachna College Of Engineering And Technology,Gujranwala,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Industrial & Manufacturing
1118,1. National University Of Science & Technology,Islamabad,"BS , 4 Years",200800.0,25-03-2024,Industrial Design
1119,2. Karachi Institute Of Technology & Enterpreneurship,Karachi,"B.DES , 4 Years",218000.0,30-11--0001,Industrial Design
1120,1. Institute Of Industrial Electronics Engineering,Karachi,"BE , 4 Years",0.0,25-10-2023,Industrial Electronics
1121,1. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Industrial Engineering
1122,2. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Industrial Engineering
1123,"3. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,26-09-2023,Industrial Engineering
1124,"4. University Of Engineering & Technology, Taxila",Taxila,"B.Sc. [Engg.] , 4 Years",102400.0,18-08-2023,Industrial Engineering
1125,5. University Of Management And Technology,Lahore,"BS , 4 Years",299750.0,08-04-2023,Industrial Engineering
1126,6. University Of Engineering & Technology Peshawar ( Jalozai Campus ),Pabbi,"B.Sc. [Engg.] , 4 Years",50000.0,25-08-2023,Industrial Engineering
1127,7. Infinity Institute Of Technology,Lahore,"BS , 4 Years",0.0,22-07-2023,Industrial Engineering
1128,1. Air University,Islamabad,"BE , 4 Years",162340.0,07-07-2023,Mechatronics
1129,2. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Mechatronics
1130,"3. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,26-09-2023,Mechatronics
1131,4. University Of Chakwal,Chakwal,"BS , 4 Years",0.0,22-08-2023,Mechatronics
1132,5. Al-khair University [ajk],Islamabad,"BE , 4 Years",,01-01-1970,Mechatronics
1133,6. Karachi Institute Of Economics & Technology,Karachi,"BE , 4 Years",117600.0,06-01-2024,Mechatronics
1134,7. Shaheed Zulfiqar Ali Bhutto Institute Of Science & Technology,Karachi,"BE , 4 Years",174000.0,05-03-2024,Mechatronics
1135,8. University Of Wah,Wah Cantt,"BE , 4 Years",194000.0,20-09-2023,Mechatronics
1136,"9. University Of Engineering & Technology,taxila, ( Chakwal Campus )",Chakwal,"B.Sc. [Engg.] , 4 Years",10430.0,27-06-2021,Mechatronics
1137,10. College Of Electrical And Mechenical Engineering,Rawalpindi,"BS , 4 Years",200800.0,25-03-2024,Mechatronics
1138,11. Wah Engineering College,Taxila,"B.Sc. [Engg.] , 4 Years",0.0,25-07-2011,Mechatronics
1139,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Petroleum
1140,1. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Petroleum & Gas
1141,2. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Petroleum & Gas
1142,"3. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Petroleum & Gas
1143,4. University Of The Punjab,Lahore,"B.Sc. [Engg.] , 4 Years",27650.0,25-09-2023,Petroleum & Gas
1144,5. Nfc Institute Of Engineering & Technology,Multan,"B.Sc. [Engg.] , 4 Years",128400.0,25-07-2023,Petroleum & Gas
1145,6. Balochistan University Of It & Management Sciences,Quetta,"B.Sc. , 4 Years",74480.0,12-09-2023,Petroleum & Gas
1146,7. University Of Chakwal,Chakwal,"BS , 4 Years",0.0,22-08-2023,Petroleum & Gas
1147,"1. Mehran University Of Engineering And Technology ( Szab Campus, Khair Pur )",Khair Pur,"BE , 4 Years",120000.0,22-05-2023,Petroleum & Natural Gas
1148,1. The Islamia University Of Bahawalpur,Bahawal Pur,"BS , 4 Years",0.0,25-12-2023,Robotic & Intelligent Machine Engineering
1149,2. Bahria University ( Karachi Campus ),Karachi,"BS , 4 Years",123520.0,03-12-2023,Robotic & Intelligent Machine Engineering
1150,"3. Bahria University, H-11 Campus",Islamabad,"BS , 4 Years",0.0,03-08-2023,Robotic & Intelligent Machine Engineering
1151,"1. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Transportation Engineering
1152,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Urban & Regional Planning
1153,2. University Of Peshawar,Peshawar,"BS , 4 Years",71000.0,16-10-2023,Urban & Regional Planning
1154,1. Muhammad Nawaz Sharif University Of Agriculture,Multan,"B.Sc. [Hons] , 4 Years",48000.0,11-08-2023,Agro-industrial Engineering
1155,2. Sindh Agriculture University,Tando Jam,"BS , 4 Years",24300.0,06-10-2023,Agro-industrial Engineering
1156,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Materials Engineering
1157,"2. Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0.0,18-08-2023,Materials Engineering
1158,"1. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. , 4 Years",127000.0,03-03-2023,Building & Architectural Engineering
1159,"2. Bahauddin Zakariya University, Multan",Multan,"B.Sc. [Engg.] , 4 Years",39845.0,15-08-2023,Building & Architectural Engineering
1160,"3. Quaid-e-awam University Of Engineering, Sciences & Technology",Nawab Shah,"BS , 4 Years",0.0,10-06-2023,Building & Architectural Engineering
1161,1. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Construction Engineering & Management
1162,1. Institute For Art And Culture,Lahore,"BS , 4 Years",0.0,23-08-2022,Construction Management
1163,1. The Superior University,Lahore,"BS , 4 Years",160000.0,25-01-2024,Electrical Energy System Engineering
1164,1. The Islamia University Of Bahawalpur,Bahawal Pur,"B.Sc. [Engg.] , 4 Years",56800.0,15-08-2023,Electrical Power
1165,2. Comsats University Islamabad ( Abbotabad Campus ),Abbottabad,"BS , 4 Years",215000.0,10-08-2023,Electrical Power
1166,1. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",152000.0,19-09-2018,Electronics & Communication
1167,2. The University Of Lahore ( Islamabad Campus ),Islamabad,"BS , 4 Years",127200.0,23-03-2019,Electronics & Communication
1168,1. The University Of Lahore ( Main Campus ),Lahore,"BS , 4 Years",156000.0,26-10-2021,Electronics & Electrical System
1169,1. Sarhad University Of Science & Information Technology,Peshawar,"BS(TECHNOLOGY) , 4 Years",67804.0,16-05-2023,Electronics & Telecom
1170,2. Comwave Institute Of Information Technology [abt],Abbottabad,"B.TECH , 4 Years",0.0,03-09-2018,Electronics & Telecom
1171,3. Comwave Institute Of Information Technology [haripur],Haripur,"B.TECH , 4 Years",0.0,22-09-2018,Electronics & Telecom
1172,1. University Of Agriculture,Faisalabad,"B.Sc. [Engg.] , 4 Years",60500.0,03-07-2023,Energy Systems Engineering
1173,2. Balochistan University Of Engineering & Technology,Khuzdar,"BE , 4 Years",16000.0,14-02-2024,Energy Systems Engineering
1174,3. Sukkur Iba University,Sukkur,"BE , 4 Years",90000.0,07-01-2023,Energy Systems Engineering
1175,4. Hamdard University,Karachi,"BE , 4 Years",138600.0,15-07-2023,Energy Systems Engineering
1176,1. Ghulam Ishaq Khan Institute Of Engineering Sciences & Technology,Swabi,"B.Sc. [Engg.] , 4 Years",695000.0,15-06-2023,Engineering Science
1177,1. Mehran University Of Engineering & Technology,Jamshoro,"BS , 4 Years",62000.0,30-07-2021,Garment Manufacturing
1178,"1. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Geological Engineering
1179,2. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Geological Engineering
1180,1. University Of The Punjab,Lahore,"B.Sc. [Engg.] , 4 Years",22700.0,25-09-2023,Industrial Engineering & Management
1181,1. Ahmad Hassan Polytechnic Institute,Lahore,"BS(TECHNOLOGY) , 4 Hours",0.0,23-09-2016,Instrumentation
1182,1. Ghulam Ishaq Khan Institute Of Engineering Sciences & Technology,Swabi,"BS , 4 Years",695000.0,15-06-2023,Manufacturing
1183,1. Textile Institute Of Pakistan,Karachi,"BS , 4 Years",180000.0,13-01-2023,Manufacturing Engineering & Management
1184,1. Institute Of Space Technology,Islamabad,"BS , 4 Years",198000.0,06-08-2023,Materials Science & Engineering
1185,"1. Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0.0,16-09-2023,Mechanical Engineering Technology
1186,"1. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Mechatronics & Control
1187,2. University Of Engineering And Technology[fiasalabad Campus],Faisalabad,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Mechatronics & Control
1188,"1. Pak- Austria Fachhuochschule, Institute Of Applied Sciences And Technology",Haripur,"BS , 4 Years",0.0,16-09-2023,Metallurgical Engineering Technology
1189,1. National University Of Science & Technology,Islamabad,"BE , 4 Years",200800.0,25-03-2024,Metallurgy & Materials
1190,2. Pakistan Institute Of Engineering & Applied Sciences,Islamabad,"BS , 4 Years",112000.0,26-06-2023,Metallurgy & Materials
1191,3. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Metallurgy & Materials
1192,4. Dawood University Of Engineering And Technology,Karachi,"BE , 4 Years",32000.0,10-08-2023,Metallurgy & Materials
1193,5. Ned University Of Engineering & Technology,Karachi,"BE , 4 Years",37020.0,16-10-2023,Metallurgy & Materials
1194,"6. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Metallurgy & Materials
1195,7. University Of The Punjab,Lahore,"B.Sc. [Engg.] , 4 Years",22700.0,25-09-2023,Metallurgy & Materials
1196,"8. Bahauddin Zakariya University, Multan",Multan,"B.Sc. , 4 Years",39845.0,04-10-2023,Metallurgy & Materials
1197,1. Karakuram International University,Gilgit,"B.Sc. [Engg.] , 4 Years",79000.0,03-08-2023,Mining
1198,2. Mehran University Of Engineering & Technology,Jamshoro,"BE , 4 Years",62000.0,22-05-2023,Mining
1199,"3. University Of Engineering & Technology, Lahore",Lahore,"B.Sc. [Engg.] , 4 Years",127000.0,03-03-2023,Mining
1200,"4. University Of Engineering & Technology, Peshawar",Peshawar,"B.Sc. [Engg.] , 4 Years",50000.0,25-08-2023,Mining
1201,5. Balochistan University Of It & Management Sciences,Quetta,"BS , 4 Years",74480.0,12-09-2023,Mining
